id,equation_raw,notes,provenance,equation_normalized,status,balance
57970,2<F2(g)> + Ge(s) = Ge+4_F-1(4)_(g),[],"{""bbox_points"": [60.175999999999995, 293.1, 551.2959999999999, 303.72], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GER.PDF""}",2<F2(g)> + Ge(s) = Ge+4_F-1(4)_(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F2(g)"": ""-2"", ""Ge(s)"": ""-1"", ""Ge+4_F-1(4)_(g)"": ""1""}}"
58593,Ge+4_OH-1(4) + 2<H+1(2)_Citric-3> = Ge+4_H+1(2)_OH-1(2)_Citric-3(2) + 2<H2O >,[],"{""bbox_points"": [60.175999999999995, 454.08000000000004, 551.2959999999999, 464.64], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<H+1(2)_Citric-3> = Ge+4_H+1(2)_OH-1(2)_Citric-3(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(2)_OH-1(2)_Citric-3(2)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1(2)_Citric-3"": ""-2"", ""H2O"": ""2""}}"
59433,Ge+4_OH-1(4) + 3<H+1(2)_Cat-2> = Ge+4_Cat-2(3) + 2<H+1> + 4<H2O>,[],"{""bbox_points"": [60.175999999999995, 578.16, 551.2959999999999, 588.72], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 3<H+1(2)_Cat-2> = Ge+4_Cat-2(3) + 2<H+1> + 4<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_Cat-2(3)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1"": ""2"", ""H+1(2)_Cat-2"": ""-3"", ""H2O"": ""4""}}"
59434,Ge+4_OH-1(4) + 2<H+1_Oxalic-2> = Ge+4_OH-1(2)_Oxalic-2(2) + 2<H2O>,"[{""page"": 17, ""text"": ""Note (1): Ionic media variable, either NaOH or mix NaCl and NaOH""}]","{""bbox_points"": [60.175999999999995, 683.8199999999999, 551.2959999999999, 694.44], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<H+1_Oxalic-2> = Ge+4_OH-1(2)_Oxalic-2(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(2)_Oxalic-2(2)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_Oxalic-2"": ""-2"", ""H2O"": ""2""}}"
60204,EDTA-4 + Ge+4 = Ge+4_EDTA-4,"[{""page"": 17, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.17753424657534, 126.48000000000002, 551.294794520548, 136.98000000000008], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GER.PDF""}",EDTA-4 + Ge+4 = Ge+4_EDTA-4,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""EDTA-4"": ""-1"", ""Ge+4"": ""-1"", ""Ge+4_EDTA-4"": ""1""}}"
60228,H+1 + Ge+4_OH-1_EDTA-4 = Ge+4_H+1_OH-1_EDTA-4,[],"{""bbox_points"": [60.17753424657534, 235.02000000000004, 551.294794520548, 245.57999999999998], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GER.PDF""}",H+1 + Ge+4_OH-1_EDTA-4 = Ge+4_H+1_OH-1_EDTA-4,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1_OH-1_EDTA-4"": ""1"", ""Ge+4_OH-1_EDTA-4"": ""-1"", ""H+1"": ""-1""}}"
60229,Ge+4_OH-1(4) + H+1(4)_EDTA-4 = Ge+4_H+1_OH-1_EDTA-4 + 3<H2O>,"[{""page"": 17, ""text"": ""Note: Complex initially Ge(OH)2H2L, later H[Ge(OH)L]; this form adopted in JESS""}, {""page"": 17, ""text"": ""Note (1): Value from 67Kon [31894], thus complex written as Ge(OH)2H2L""}, {""page"": 17, ""text"": ""Note (2): Complex written Ge(OH)2H2L; modified later by the authors""}]","{""bbox_points"": [60.17753424657534, 359.1, 551.294794520548, 369.66], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + H+1(4)_EDTA-4 = Ge+4_H+1_OH-1_EDTA-4 + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1_OH-1_EDTA-4"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1(4)_EDTA-4"": ""-1"", ""H2O"": ""3""}}"
60230,"2<Glucosaminic-1> + Ge+4_OH-1(4) + H+1 = Ge+4_H+1(-2)_Glucosaminic-1(2)_OH-1 + 3<H2O
>",[],"{""bbox_points"": [60.17753424657534, 596.5799999999999, 551.294794520548, 607.1400000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GER.PDF""}",2<Glucosaminic-1> + Ge+4_OH-1(4) + H+1 = Ge+4_H+1(-2)_Glucosaminic-1(2)_OH-1 + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(-2)_Glucosaminic-1(2)_OH-1"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""Glucosaminic-1"": ""-2"", ""H+1"": ""-1"", ""H2O"": ""3""}}"
60231,Glucosaminic-1 + Ge+4_OH-1(4) = GeO+2_H+1(-2)_Glucosaminic-1_OH-1 + 2<H2O> + H+1,[],"{""bbox_points"": [60.17753424657534, 694.5, 551.294794520548, 705.0600000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GER.PDF""}",Glucosaminic-1 + Ge+4_OH-1(4) = GeO+2_H+1(-2)_Glucosaminic-1_OH-1 + 2<H2O> + H+1,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""-1"", ""GeO+2_H+1(-2)_Glucosaminic-1_OH-1"": ""1"", ""Glucosaminic-1"": ""-1"", ""H+1"": ""1"", ""H2O"": ""2""}}"
60232,Ge+4 + H+1(4)_EDTA-4 = Ge+4_EDTA-4 + 4<H+1>,"[{""page"": 18, ""text"": ""Note: Ge4+ is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.180392156862744, 126.48000000000002, 551.2925490196078, 136.98000000000008], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GER.PDF""}",Ge+4 + H+1(4)_EDTA-4 = Ge+4_EDTA-4 + 4<H+1>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4"": ""-1"", ""Ge+4_EDTA-4"": ""1"", ""H+1"": ""4"", ""H+1(4)_EDTA-4"": ""-1""}}"
60546,"GeO(black,s) + H2O = Ge+2 + 2<OH-1>",[],"{""bbox_points"": [60.180392156862744, 235.02000000000004, 551.2925490196078, 245.57999999999998], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GER.PDF""}","GeO(black,s) + H2O = Ge+2 + 2<OH-1>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+2"": ""1"", ""GeO(black,s)"": ""-1"", ""H2O"": ""-1"", ""OH-1"": ""2""}}"
60706,Ge+4_OH-1(4) + 4<H+1_F-1> = Ge+4_F-1(4) + 4<H2O>,"[{""page"": 18, ""text"": ""Note (2): Rec. in [9906], considering ML4 and ML6 instead ML4 and ML5""}]","{""bbox_points"": [60.180392156862744, 340.74, 551.2925490196078, 351.3], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 4<H+1_F-1> = Ge+4_F-1(4) + 4<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_F-1(4)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_F-1"": ""-4"", ""H2O"": ""4""}}"
60948,Ge+4 + 5<F-1> = Ge+4_F-1(5),"[{""page"": 18, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.180392156862744, 556.86, 551.2925490196078, 567.4200000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GER.PDF""}",Ge+4 + 5<F-1> = Ge+4_F-1(5),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-5"", ""Ge+4"": ""-1"", ""Ge+4_F-1(5)"": ""1""}}"
64286,"GeO2(hexag,s) + 2<H2O> = Ge+4_OH-1(4)","[{""page"": 19, ""text"": ""Note (1): Source data: Vehov et al (1964)""}, {""page"": 19, ""text"": ""Note (10): Source data: Vehov et al (1964)""}, {""page"": 19, ""text"": ""Note (17): Source data: Vehov et al (1964)""}, {""page"": 19, ""text"": ""Note (18): Source data: Vehov et al (1964)""}, {""page"": 19, ""text"": ""Note (19): Source data: Vehov et al (1964)""}]","{""bbox_points"": [60.180392156862744, 665.4, 551.2925490196078, 675.96], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 2<H2O> = Ge+4_OH-1(4)",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H2O"": ""-2""}}"
65966,Ge+4_OH-1(4) + 6<H+1_F-1> = Ge+4_H+1_F-1(6) + H+1 + 4<H2O>,"[{""page"": 19, ""text"": ""Note (2): Rec. in [9906], considering ML4 and ML6 instead ML4 and ML5""}]","{""bbox_points"": [60.13150684931506, 531.3, 551.3309589041096, 541.9200000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 6<H+1_F-1> = Ge+4_H+1_F-1(6) + H+1 + 4<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1_F-1(6)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1"": ""1"", ""H+1_F-1"": ""-6"", ""H2O"": ""4""}}"
66135,Ge+4 + 4<F-1> = Ge+4_F-1(4),"[{""page"": 20, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.15549295774648, 89.57999999999998, 551.3121126760562, 100.26000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GER.PDF""}",Ge+4 + 4<F-1> = Ge+4_F-1(4),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-4"", ""Ge+4"": ""-1"", ""Ge+4_F-1(4)"": ""1""}}"
66136,Ge+4 + 3<F-1> = Ge+4_F-1(3),"[{""page"": 20, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.15549295774648, 198.3, 551.3121126760562, 208.80000000000007], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GER.PDF""}",Ge+4 + 3<F-1> = Ge+4_F-1(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-3"", ""Ge+4"": ""-1"", ""Ge+4_F-1(3)"": ""1""}}"
66760,"Ge(s) + O2(g) = GeO2(tetrag,s)",[],"{""bbox_points"": [60.15549295774648, 306.84000000000003, 551.3121126760562, 317.34000000000003], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GER.PDF""}","Ge(s) + O2(g) = GeO2(tetrag,s)",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""GeO2(tetrag,s)"": ""1"", ""O2(g)"": ""-1""}}"
66761,Ge(s) + P(s) = GeP(s),[],"{""bbox_points"": [60.152727272727276, 126.48000000000002, 551.3142857142857, 136.98000000000008], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 21, ""source_file"": ""GER.PDF""}",Ge(s) + P(s) = GeP(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""GeP(s)"": ""1"", ""P(s)"": ""-1""}}"
66762,Ge(s) + S(s) = Ge+2_S-2_(s),[],"{""bbox_points"": [60.152727272727276, 379.32, 551.3142857142857, 390.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 21, ""source_file"": ""GER.PDF""}",Ge(s) + S(s) = Ge+2_S-2_(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""Ge+2_S-2_(s)"": ""1"", ""S(s)"": ""-1""}}"
66763,Ge(s) + 2<S(s)> = Ge+4_S-2(2)_(s),[],"{""bbox_points"": [60.152727272727276, 669.06, 551.3142857142857, 679.6800000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 21, ""source_file"": ""GER.PDF""}",Ge(s) + 2<S(s)> = Ge+4_S-2(2)_(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""Ge+4_S-2(2)_(s)"": ""1"", ""S(s)"": ""-2""}}"
66764,Ge(s) + Se(s) = Ge+2_Se-2_(s),[],"{""bbox_points"": [60.14270270270269, 255.24, 551.3221621621622, 265.86000000000007], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 22, ""source_file"": ""GER.PDF""}",Ge(s) + Se(s) = Ge+2_Se-2_(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""Ge+2_Se-2_(s)"": ""1"", ""Se(s)"": ""-1""}}"
66765,Ge(s) + 2<Se(s)> = Ge+4_Se-2(2)_(s),[],"{""bbox_points"": [60.14270270270269, 508.2, 551.3221621621622, 518.76], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 22, ""source_file"": ""GER.PDF""}",Ge(s) + 2<Se(s)> = Ge+4_Se-2(2)_(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""Ge+4_Se-2(2)_(s)"": ""1"", ""Se(s)"": ""-2""}}"
66766,Ge(s) + Te(s) = Ge+2_Te-2_(s),[],"{""bbox_points"": [60.164210526315784, 108.12, 551.3052631578947, 118.62000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 23, ""source_file"": ""GER.PDF""}",Ge(s) + Te(s) = Ge+2_Te-2_(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""Ge+2_Te-2_(s)"": ""1"", ""Te(s)"": ""-1""}}"
71062,Ge+4 + 4<e-1> = Ge(s),"[{""page"": 23, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.164210526315784, 360.96000000000004, 551.3052631578947, 371.46000000000004], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 23, ""source_file"": ""GER.PDF""}",Ge+4 + 4<e-1> = Ge(s),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""Ge+4"": ""-1"", ""e-1"": ""-4""}}"
71063,H+1(2)_GeO3-2_(s) + 4<H+1> + 4<e-1> = Ge(s) + 3<H2O>,[],"{""bbox_points"": [60.164210526315784, 506.40000000000003, 551.3052631578947, 516.9000000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 23, ""source_file"": ""GER.PDF""}",H+1(2)_GeO3-2_(s) + 4<H+1> + 4<e-1> = Ge(s) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""H+1"": ""-4"", ""H+1(2)_GeO3-2_(s)"": ""-1"", ""H2O"": ""3"", ""e-1"": ""-4""}}"
74241,"GeO2(tetrag,s) + 4<e-1> + 4<H+1> = Ge(s) + 2<H2O>",[],"{""bbox_points"": [60.164210526315784, 593.64, 551.3052631578947, 604.26], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 23, ""source_file"": ""GER.PDF""}","GeO2(tetrag,s) + 4<e-1> + 4<H+1> = Ge(s) + 2<H2O>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""GeO2(tetrag,s)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""2"", ""e-1"": ""-4""}}"
74242,Ge+4_OH-1(4) + 4<e-1> + 4<H+1> = Ge(s) + 4<H2O>,[],"{""bbox_points"": [60.17454545454545, 70.56000000000006, 551.2971428571428, 81.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 24, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 4<e-1> + 4<H+1> = Ge(s) + 4<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""4"", ""e-1"": ""-4""}}"
74243,"Ge+4_OH-1(4) + 2<e-1> + 2<H+1> = GeO(black,s) + 3<H2O>","[{""page"": 24, ""text"": ""Note (2): H+1(2)_GeO3(2) in source""}]","{""bbox_points"": [60.17454545454545, 213.06, 551.2971428571428, 223.62000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 24, ""source_file"": ""GER.PDF""}","Ge+4_OH-1(4) + 2<e-1> + 2<H+1> = GeO(black,s) + 3<H2O>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""-1"", ""GeO(black,s)"": ""1"", ""H+1"": ""-2"", ""H2O"": ""3"", ""e-1"": ""-2""}}"
74244,Ge+4_OH-1(4) + 2<e-1> + 4<H+1> = Ge+2 + 4<H2O>,"[{""page"": 24, ""text"": ""Note (2): H+1(2)_GeO3(2) in source""}]","{""bbox_points"": [60.17454545454545, 337.14, 551.2971428571428, 347.70000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 24, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<e-1> + 4<H+1> = Ge+2 + 4<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+2"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""4"", ""e-1"": ""-2""}}"
74245,"GeO(black,s) + 2<e-1> + 2<H+1> = Ge(s) + H2O",[],"{""bbox_points"": [60.17454545454545, 461.28000000000003, 551.2971428571428, 471.78000000000003], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 24, ""source_file"": ""GER.PDF""}","GeO(black,s) + 2<e-1> + 2<H+1> = Ge(s) + H2O",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""GeO(black,s)"": ""-1"", ""H+1"": ""-2"", ""H2O"": ""1"", ""e-1"": ""-2""}}"
74246,"GeO2(hexag,s) + 2<H2O> = H+1 + GeO+2_OH-1(3)","[{""page"": 24, ""text"": ""Note (2): Phase not specified in source / H+1_GeO3-2 in source""}]","{""bbox_points"": [60.17454545454545, 585.36, 551.2971428571428, 595.86], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 24, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 2<H2O> = H+1 + GeO+2_OH-1(3)",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO+2_OH-1(3)"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H+1"": ""1"", ""H2O"": ""-2""}}"
75138,Ge+4 + 2<F-1> = Ge+4_F-1(2),"[{""page"": 25, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.15359999999999, 57.48000000000002, 551.3136, 68.16000000000008], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 25, ""source_file"": ""GER.PDF""}",Ge+4 + 2<F-1> = Ge+4_F-1(2),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-2"", ""Ge+4"": ""-1"", ""Ge+4_F-1(2)"": ""1""}}"
75139,Ge+4_OH-1(4) + OH-1 = GeO+2_OH-1(3) + H2O,"[{""page"": 25, ""text"": ""Note (2): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (7): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (8): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (9): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (10): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (11): Calculated from equation 10 in paper""}, {""page"": 25, ""text"": ""Note (12): Calculated from equation 10 in paper""}]","{""bbox_points"": [60.15359999999999, 166.20000000000005, 551.3136, 176.7], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 25, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + OH-1 = GeO+2_OH-1(3) + H2O,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""-1"", ""GeO+2_OH-1(3)"": ""1"", ""H2O"": ""1"", ""OH-1"": ""-1""}}"
75140,Ge+4_OH-1(4) + 2<OH-1> = GeO2_OH-1(2) + 2<H2O>,[],"{""bbox_points"": [60.15359999999999, 584.7, 551.3136, 595.26], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 25, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<OH-1> = GeO2_OH-1(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""-1"", ""GeO2_OH-1(2)"": ""1"", ""H2O"": ""2"", ""OH-1"": ""-2""}}"
75141,8<Ge+4_OH-1(4)> + 3<OH-1> = Ge+4(8)_OH-1(35),[],"{""bbox_points"": [60.18299999999999, 89.57999999999998, 551.2905, 100.26000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",8<Ge+4_OH-1(4)> + 3<OH-1> = Ge+4(8)_OH-1(35),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4(8)_OH-1(35)"": ""1"", ""Ge+4_OH-1(4)"": ""-8"", ""OH-1"": ""-3""}}"
75593,2<Br2(l)> + Ge(s) = Ge+4_Br-1(4)_(l),[],"{""bbox_points"": [60.18299999999999, 232.20000000000005, 551.2905, 242.7], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",2<Br2(l)> + Ge(s) = Ge+4_Br-1(4)_(l),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Br2(l)"": ""-2"", ""Ge(s)"": ""-1"", ""Ge+4_Br-1(4)_(l)"": ""1""}}"
75594,2<Br2(l)> + Ge(s) = Ge+4_Br-1(4)_(g),[],"{""bbox_points"": [60.18299999999999, 337.8, 551.2905, 348.42], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",2<Br2(l)> + Ge(s) = Ge+4_Br-1(4)_(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Br2(l)"": ""-2"", ""Ge(s)"": ""-1"", ""Ge+4_Br-1(4)_(g)"": ""1""}}"
75600,0.5<Cl2(g)> + Ge(s) = GeCl(g),[],"{""bbox_points"": [60.18299999999999, 443.52000000000004, 551.2905, 454.08000000000004], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",0.5<Cl2(g)> + Ge(s) = GeCl(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Cl2(g)"": ""-1/2"", ""Ge(s)"": ""-1"", ""GeCl(g)"": ""1""}}"
75622,2<Cl2(g)> + Ge(s) = Ge+4_Cl-1(4)_(l),[],"{""bbox_points"": [60.18299999999999, 549.24, 551.2905, 559.74], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",2<Cl2(g)> + Ge(s) = Ge+4_Cl-1(4)_(l),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Cl2(g)"": ""-2"", ""Ge(s)"": ""-1"", ""Ge+4_Cl-1(4)_(l)"": ""1""}}"
75623,2<Cl2(g)> + Ge(s) = Ge+4_Cl-1(4)_(g),[],"{""bbox_points"": [60.18299999999999, 654.96, 551.2905, 665.46], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 26, ""source_file"": ""GER.PDF""}",2<Cl2(g)> + Ge(s) = Ge+4_Cl-1(4)_(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Cl2(g)"": ""-2"", ""Ge(s)"": ""-1"", ""Ge+4_Cl-1(4)_(g)"": ""1""}}"
